customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-12852,Male,0,Yes,Yes,53,Yes,DSL,Yes,No,Two year,Yes,Bank transfer (automatic),64.38,3202.41,No
CUST-12853,Male,0,Yes,No,3,No,DSL,Yes,Yes,One year,No,Bank transfer (automatic),65.66,190.02,No
CUST-12854,Male,0,No,No,6,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.89,549.27,No
CUST-12855,Female,1,Yes,Yes,8,Yes,Fiber optic,Yes,No internet service,One year,No,Mailed check,71.97,589.96,No
CUST-12856,Male,0,No,No,59,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,85.02,4567.48,No
CUST-12857,Female,0,No,Yes,22,Yes,Fiber optic,No,No,Two year,Yes,Credit card (automatic),102.92,2088.24,No
CUST-12858,Male,0,Yes,Yes,72,Yes,DSL,No internet service,No internet service,Month-to-month,Yes,Electronic check,61.93,4123.53,No
CUST-12859,Male,0,Yes,No,25,Yes,Fiber optic,No,Yes,One year,Yes,Electronic check,76.52,1762.71,No
CUST-12860,Female,0,Yes,No,11,Yes,DSL,Yes,No,Month-to-month,Yes,Credit card (automatic),47.8,497.68,Yes
CUST-12861,Female,0,Yes,No,36,Yes,DSL,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),48.24,1738.14,No
CUST-12862,Female,0,No,Yes,5,Yes,Fiber optic,No,No,Two year,No,Mailed check,75.52,372.84,No
CUST-12863,Female,0,Yes,No,20,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,98.19,1907.99,No
CUST-12864,Male,0,No,No,13,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.58,560.63,No
CUST-12865,Female,0,Yes,No,6,No,DSL,No,No internet service,Month-to-month,Yes,Credit card (automatic),61.53,375.43,No
CUST-12866,Male,0,Yes,No,37,Yes,No,No,No,Two year,Yes,Credit card (automatic),21.46,806.98,No
CUST-12867,Female,0,No,No,6,Yes,Fiber optic,Yes,No internet service,One year,Yes,Bank transfer (automatic),92.83,576.62,Yes
CUST-12868,Male,0,Yes,Yes,12,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),18.0,216.41,No
CUST-12869,Female,1,Yes,No,6,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,19.75,109.33,No
CUST-12870,Female,0,Yes,No,35,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,29.44,1009.88,No
CUST-12871,Female,0,No,Yes,3,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),24.39,68.9,No
CUST-12872,Male,0,Yes,Yes,18,Yes,Fiber optic,Yes,No,Two year,Yes,Credit card (automatic),100.1,1663.94,No
CUST-12873,Male,0,No,Yes,9,Yes,Fiber optic,No,No internet service,Two year,Yes,Mailed check,81.42,718.42,No
CUST-12874,Male,0,Yes,Yes,2,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),73.46,137.81,No
CUST-12875,Male,0,Yes,No,13,No,No,No,No internet service,Month-to-month,Yes,Electronic check,36.75,451.71,No
CUST-12876,Male,0,No,No,12,Yes,Fiber optic,No,Yes,Two year,No,Bank transfer (automatic),78.71,949.27,Yes
CUST-12877,Male,0,No,No,11,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),78.07,798.04,Yes
CUST-12878,Female,0,No,No,2,Yes,Fiber optic,No,Yes,One year,Yes,Electronic check,85.09,165.34,No
CUST-12879,Male,0,Yes,No,14,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),57.92,810.79,Yes
CUST-12880,Female,1,Yes,No,66,Yes,DSL,No internet service,No internet service,Two year,No,Bank transfer (automatic),53.63,3221.6,No
CUST-12881,Male,0,Yes,No,11,No,DSL,Yes,No,Month-to-month,Yes,Electronic check,79.62,885.33,Yes
CUST-12882,Male,0,No,Yes,0,No,DSL,No,No,Month-to-month,Yes,Credit card (automatic),54.92,,No
CUST-12883,Female,0,No,Yes,0,Yes,DSL,Yes,No,Month-to-month,Yes,Credit card (automatic),58.09,,Yes
CUST-12884,Male,0,No,No,31,Yes,No,Yes,Yes,One year,Yes,Electronic check,24.33,712.34,No
CUST-12885,Female,0,No,No,55,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,117.0,6558.84,Yes
CUST-12886,Female,0,Yes,Yes,26,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,24.59,661.41,No
CUST-12887,Female,0,Yes,No,26,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,70.33,1700.65,No
CUST-12888,Female,1,Yes,Yes,2,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),30.19,54.39,No
CUST-12889,Female,1,Yes,No,0,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.92,,No
CUST-12890,Female,0,Yes,No,38,Yes,No,No,No internet service,One year,Yes,Electronic check,20.09,792.69,No
CUST-12891,Male,0,Yes,Yes,23,Yes,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer (automatic),68.89,1492.53,No
CUST-12892,Male,0,No,No,15,Yes,Fiber optic,No internet service,No,Two year,Yes,Mailed check,91.61,1358.73,No
CUST-12893,Male,0,No,No,7,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,85.97,555.13,Yes
CUST-12894,Male,0,No,Yes,24,Yes,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,91.03,2106.56,No
CUST-12895,Male,0,No,No,65,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card (automatic),82.38,5488.2,No
CUST-12896,Male,1,No,Yes,40,Yes,Fiber optic,Yes,No,One year,Yes,Bank transfer (automatic),61.69,2541.62,Yes
CUST-12897,Male,1,Yes,No,2,Yes,Fiber optic,No internet service,No,Two year,Yes,Electronic check,62.93,125.05,No
CUST-12898,Female,1,Yes,No,41,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),37.21,1474.22,Yes
CUST-12899,Female,0,No,No,36,Yes,Fiber optic,No,No internet service,One year,Yes,Electronic check,67.98,2523.23,No
CUST-12900,Female,0,Yes,No,2,Yes,DSL,No internet service,No,One year,Yes,Electronic check,69.02,140.08,No
CUST-12901,Female,0,Yes,No,22,Yes,No,Yes,No,One year,Yes,Mailed check,34.76,771.61,No
CUST-12902,Female,0,No,No,13,Yes,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.6,799.41,No
CUST-12903,Male,0,No,No,12,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.02,303.75,No
CUST-12904,Female,0,No,No,14,No,Fiber optic,No,No,Month-to-month,No,Credit card (automatic),88.58,1279.41,Yes
CUST-12905,Female,0,Yes,No,35,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,20.91,703.96,No
CUST-12906,Female,0,Yes,No,61,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,58.88,3291.66,Yes
CUST-12907,Female,0,No,Yes,26,Yes,Fiber optic,No internet service,No,Month-to-month,No,Mailed check,71.4,1863.58,No
CUST-12908,Male,0,Yes,No,52,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,92.43,4932.67,No
CUST-12909,Female,0,No,No,41,No,No,No internet service,No,Month-to-month,No,Electronic check,31.2,1313.22,Yes
CUST-12910,Male,0,No,No,28,Yes,DSL,No internet service,No,Month-to-month,Yes,Electronic check,44.32,1218.82,No
CUST-12911,Male,0,Yes,No,2,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,34.31,No
CUST-12912,Female,0,No,No,2,Yes,DSL,No internet service,No,Month-to-month,Yes,Credit card (automatic),63.67,125.41,Yes
CUST-12913,Female,0,Yes,Yes,13,Yes,Fiber optic,Yes,No,One year,Yes,Bank transfer (automatic),83.22,1068.66,Yes
CUST-12914,Female,0,Yes,No,0,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),29.03,,No
CUST-12915,Female,1,Yes,No,9,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,103.16,856.74,No
CUST-12916,Male,0,No,No,6,Yes,DSL,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.81,212.63,Yes
CUST-12917,Female,0,Yes,No,61,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,78.46,4859.23,No
CUST-12918,Male,0,Yes,No,32,Yes,No,No,No internet service,One year,Yes,Mailed check,39.24,1218.94,No
CUST-12919,Male,0,No,No,62,Yes,Fiber optic,Yes,No internet service,Two year,No,Bank transfer (automatic),50.44,3207.5,No
CUST-12920,Male,0,Yes,Yes,10,Yes,DSL,No,No,Month-to-month,Yes,Credit card (automatic),42.41,439.88,No
CUST-12921,Male,1,Yes,Yes,8,Yes,Fiber optic,No internet service,No,Two year,No,Credit card (automatic),74.09,615.89,No
CUST-12922,Male,0,No,No,1,Yes,DSL,No internet service,No,Two year,Yes,Credit card (automatic),48.35,47.74,No
CUST-12923,Male,1,Yes,No,12,Yes,Fiber optic,No internet service,No internet service,Two year,No,Mailed check,87.05,965.86,No
CUST-12924,Male,0,No,No,0,Yes,DSL,No internet service,Yes,Month-to-month,No,Electronic check,56.6,,Yes
CUST-12925,Female,1,No,No,59,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),88.26,4870.33,No
CUST-12926,Female,0,Yes,Yes,14,Yes,DSL,No,No internet service,Two year,No,Bank transfer (automatic),42.9,547.17,No
CUST-12927,Male,0,No,No,20,No,DSL,No,No internet service,Two year,Yes,Mailed check,61.26,1110.76,No
CUST-12928,Female,0,Yes,No,12,No,DSL,No,Yes,Month-to-month,Yes,Mailed check,63.86,767.23,No
CUST-12929,Female,1,Yes,No,15,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Electronic check,85.01,1225.67,Yes
CUST-12930,Male,0,No,No,19,No,Fiber optic,Yes,Yes,One year,Yes,Mailed check,75.28,1322.04,Yes
CUST-12931,Male,0,No,No,6,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,62.54,374.95,Yes
CUST-12932,Female,0,No,Yes,3,Yes,Fiber optic,Yes,Yes,One year,Yes,Bank transfer (automatic),72.0,218.31,No
CUST-12933,Male,0,Yes,Yes,4,Yes,No,No,Yes,Month-to-month,No,Mailed check,36.44,146.24,No
CUST-12934,Female,0,Yes,Yes,0,Yes,DSL,Yes,No,Two year,Yes,Mailed check,68.03,,No
CUST-12935,Male,0,No,Yes,30,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,105.13,3004.24,No
CUST-12936,Female,1,Yes,No,1,Yes,Fiber optic,Yes,No internet service,Two year,No,Electronic check,80.69,77.2,No
CUST-12937,Female,0,Yes,No,25,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,42.42,1020.89,No
CUST-12938,Male,0,No,Yes,13,Yes,DSL,No internet service,No internet service,Month-to-month,No,Mailed check,55.18,738.77,No
CUST-12939,Male,0,No,No,13,Yes,DSL,No,No,One year,No,Bank transfer (automatic),33.65,458.55,No
CUST-12940,Female,1,No,Yes,13,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,72.21,845.1,Yes
CUST-12941,Male,1,No,No,2,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,41.02,74.61,No
CUST-12942,Female,0,Yes,No,17,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer (automatic),43.53,760.32,No
CUST-12943,Male,0,No,No,11,Yes,DSL,No,Yes,One year,No,Bank transfer (automatic),38.26,393.05,No
CUST-12944,Female,1,Yes,No,0,Yes,Fiber optic,No,Yes,Month-to-month,No,Electronic check,96.49,,No
CUST-12945,Female,0,No,No,5,Yes,DSL,No,No internet service,Two year,Yes,Mailed check,64.08,292.92,No
CUST-12946,Female,0,No,No,33,Yes,DSL,Yes,No internet service,Month-to-month,No,Electronic check,58.45,1852.23,No
CUST-12947,Female,0,Yes,No,18,Yes,No,No,No,Month-to-month,No,Credit card (automatic),41.68,677.59,No
CUST-12948,Male,0,No,Yes,2,Yes,DSL,No internet service,No,Two year,No,Mailed check,47.69,89.52,No
CUST-12949,Male,1,Yes,No,29,No,Fiber optic,Yes,No,Two year,Yes,Mailed check,115.92,3187.5,No
CUST-12950,Female,1,No,Yes,65,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.94,4095.09,No
CUST-12951,Male,1,Yes,No,56,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),18.77,946.66,Yes
CUST-12952,Female,0,No,No,72,Yes,Fiber optic,No,No,One year,Yes,Bank transfer (automatic),91.77,6769.19,Yes
CUST-12953,Female,0,No,Yes,53,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card (automatic),87.59,4778.73,Yes
CUST-12954,Female,0,No,Yes,41,Yes,DSL,Yes,No,Two year,Yes,Mailed check,57.41,2401.95,No
CUST-12955,Male,0,No,No,61,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Mailed check,104.97,5921.32,No
CUST-12956,Female,0,Yes,No,5,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,32.65,148.76,Yes
CUST-12957,Female,0,Yes,No,0,No,Fiber optic,No,Yes,Month-to-month,Yes,Credit card (automatic),90.79,,Yes
CUST-12958,Female,0,No,Yes,41,Yes,No,Yes,No,Two year,No,Mailed check,40.7,1543.39,No
CUST-12959,Male,0,Yes,Yes,13,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),99.42,1213.28,Yes
CUST-12960,Male,0,No,No,4,Yes,Fiber optic,No,No internet service,Two year,Yes,Electronic check,87.32,337.14,Yes
CUST-12961,Male,0,Yes,Yes,33,No,Fiber optic,Yes,No internet service,Two year,No,Electronic check,90.32,3023.15,No
CUST-12962,Male,1,Yes,Yes,1,Yes,Fiber optic,Yes,No,Two year,No,Electronic check,49.28,46.92,No
CUST-12963,Male,1,Yes,No,9,Yes,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,97.05,907.98,Yes
CUST-12964,Male,0,Yes,No,9,Yes,DSL,Yes,No,Two year,Yes,Electronic check,66.38,570.18,No
CUST-12965,Male,0,Yes,No,12,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,108.97,1289.42,No
CUST-12966,Female,0,Yes,Yes,53,No,No,No internet service,No,One year,No,Electronic check,22.47,1233.17,No
CUST-12967,Female,1,No,No,9,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),70.12,624.48,Yes
CUST-12968,Male,0,Yes,Yes,28,Yes,DSL,Yes,No internet service,Two year,Yes,Mailed check,64.17,1798.2,No
CUST-12969,Male,0,Yes,Yes,72,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,110.15,8249.62,Yes
CUST-12970,Male,0,No,No,15,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),22.59,348.84,No
CUST-12971,Male,0,Yes,No,17,No,DSL,No internet service,Yes,Two year,Yes,Electronic check,57.23,948.95,No
CUST-12972,Male,0,No,No,5,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,23.58,112.55,Yes
CUST-12973,Female,0,No,No,9,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),77.55,656.65,Yes
CUST-12974,Female,0,Yes,No,18,Yes,DSL,Yes,Yes,Two year,Yes,Credit card (automatic),82.07,1446.54,No
CUST-12975,Male,0,Yes,Yes,0,No,No,Yes,No,Month-to-month,Yes,Mailed check,18.0,,No
CUST-12976,Male,0,Yes,No,15,Yes,Fiber optic,Yes,No internet service,One year,No,Electronic check,79.34,1172.84,Yes
CUST-12977,Female,0,No,No,60,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,50.22,3064.18,Yes
CUST-12978,Male,0,No,Yes,13,Yes,Fiber optic,No internet service,No,One year,No,Bank transfer (automatic),85.37,1134.95,No
CUST-12979,Male,1,Yes,No,8,Yes,Fiber optic,No,Yes,Month-to-month,No,Electronic check,66.94,538.66,Yes
CUST-12980,Female,0,Yes,No,61,Yes,DSL,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),44.61,2532.1,No
CUST-12981,Male,0,No,Yes,2,Yes,No,No,No,One year,Yes,Electronic check,18.0,37.68,No
CUST-12982,Female,0,Yes,No,3,Yes,DSL,Yes,No,Month-to-month,No,Credit card (automatic),62.25,180.11,No
CUST-12983,Female,0,No,Yes,7,Yes,DSL,Yes,No,One year,Yes,Electronic check,72.56,472.61,No
CUST-12984,Male,0,No,Yes,6,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,107.72,598.99,Yes
CUST-12985,Female,0,No,No,2,Yes,DSL,No internet service,No,One year,Yes,Electronic check,66.2,128.64,No
CUST-12986,Female,0,No,Yes,50,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,18.0,918.47,No
CUST-12987,Female,0,No,No,18,Yes,DSL,No internet service,Yes,Month-to-month,No,Mailed check,72.81,1264.0,No
CUST-12988,Female,0,Yes,Yes,17,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),18.16,315.15,No
CUST-12989,Female,0,Yes,Yes,2,Yes,DSL,No,No,One year,Yes,Mailed check,66.03,137.28,No
CUST-12990,Female,0,Yes,No,59,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,58.46,3322.64,No
CUST-12991,Male,1,No,No,1,Yes,DSL,No internet service,No,Month-to-month,Yes,Electronic check,63.69,58.95,Yes
CUST-12992,Female,0,Yes,No,0,Yes,Fiber optic,No,Yes,One year,No,Electronic check,85.72,,No
CUST-12993,Male,1,No,Yes,9,Yes,DSL,No internet service,No,Month-to-month,Yes,Mailed check,41.18,333.81,Yes
CUST-12994,Female,0,No,No,13,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.13,829.28,No
CUST-12995,Female,0,No,No,66,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.94,5094.7,No
CUST-12996,Female,0,No,No,4,Yes,DSL,No internet service,No internet service,Month-to-month,Yes,Electronic check,84.17,347.78,No
CUST-12997,Female,1,No,No,31,Yes,DSL,No internet service,Yes,Two year,No,Bank transfer (automatic),67.5,2163.98,No
CUST-12998,Female,0,Yes,Yes,1,Yes,Fiber optic,Yes,Yes,Two year,Yes,Credit card (automatic),78.8,78.39,No
CUST-12999,Male,1,Yes,No,63,Yes,DSL,Yes,No internet service,One year,Yes,Credit card (automatic),63.63,3769.77,No
CUST-13000,Female,0,Yes,No,27,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Credit card (automatic),96.39,2544.35,Yes
CUST-13001,Female,0,No,No,4,Yes,Fiber optic,No,No,Two year,Yes,Electronic check,86.79,347.36,No
CUST-13002,Female,0,Yes,No,7,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),88.26,634.81,No
CUST-13003,Female,0,No,Yes,51,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),89.81,4297.03,No
CUST-13004,Male,1,No,Yes,3,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,87.17,243.48,Yes
CUST-13005,Female,0,Yes,No,8,Yes,No,Yes,No,Two year,Yes,Electronic check,25.34,212.5,No
CUST-13006,Female,0,No,No,25,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card (automatic),89.14,2154.78,Yes
CUST-13007,Male,0,Yes,No,19,Yes,Fiber optic,Yes,Yes,One year,Yes,Mailed check,99.79,1710.03,No
CUST-13008,Female,0,No,No,14,Yes,Fiber optic,No internet service,No,Two year,Yes,Electronic check,90.85,1326.0,No
CUST-13009,Female,0,No,No,36,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,78.35,2710.65,No
CUST-13010,Female,0,Yes,No,11,Yes,DSL,No,No,Month-to-month,No,Electronic check,63.25,672.33,Yes
CUST-13011,Female,0,Yes,Yes,2,Yes,DSL,No,No,Month-to-month,No,Credit card (automatic),52.42,108.0,No
CUST-13012,Female,1,Yes,No,24,Yes,DSL,No,No internet service,One year,Yes,Electronic check,55.87,1372.84,No
CUST-13013,Male,0,No,No,1,Yes,Fiber optic,Yes,No,One year,No,Electronic check,89.03,85.52,No
CUST-13014,Female,0,No,No,12,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,77.04,917.27,No
CUST-13015,Female,0,Yes,No,6,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),18.0,105.37,No
CUST-13016,Male,0,No,No,2,Yes,DSL,Yes,Yes,Month-to-month,No,Mailed check,71.31,148.19,No
CUST-13017,Male,1,Yes,No,23,Yes,Fiber optic,No,Yes,Two year,Yes,Bank transfer (automatic),76.32,1601.81,No
CUST-13018,Female,0,Yes,Yes,11,Yes,Fiber optic,No,Yes,Two year,Yes,Credit card (automatic),99.24,1034.11,No
CUST-13019,Female,0,Yes,Yes,2,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),32.49,58.73,No
CUST-13020,Female,0,Yes,No,10,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,61.4,560.81,No
CUST-13021,Male,0,No,No,13,Yes,DSL,No,Yes,Two year,Yes,Bank transfer (automatic),38.63,456.46,No
CUST-13022,Female,1,Yes,No,4,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer (automatic),49.73,183.72,No
CUST-13023,Female,0,Yes,No,22,Yes,No,No,No,Month-to-month,Yes,Electronic check,30.12,645.86,Yes
CUST-13024,Male,0,No,No,14,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,87.87,1120.96,No
CUST-13025,Male,0,Yes,Yes,6,No,DSL,Yes,No,Two year,Yes,Mailed check,65.29,363.92,No
CUST-13026,Male,1,Yes,Yes,24,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer (automatic),36.42,816.35,No
CUST-13027,Male,0,No,Yes,8,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),25.15,192.89,No
CUST-13028,Female,0,No,No,9,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,95.84,902.33,Yes
CUST-13029,Female,0,No,Yes,14,Yes,DSL,No,No internet service,Month-to-month,No,Credit card (automatic),83.36,1221.96,Yes
CUST-13030,Male,0,Yes,No,23,Yes,No,No,No,Month-to-month,Yes,Electronic check,33.98,747.73,No
CUST-13031,Male,1,Yes,No,2,Yes,DSL,No internet service,No,One year,No,Mailed check,48.42,101.46,No
CUST-13032,Male,1,No,Yes,9,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,102.64,882.68,No
CUST-13033,Female,0,Yes,Yes,43,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card (automatic),82.08,3647.65,No
CUST-13034,Female,0,No,Yes,21,Yes,DSL,No,No internet service,Month-to-month,Yes,Mailed check,57.7,1201.56,No
CUST-13035,Female,0,Yes,Yes,17,Yes,DSL,No,Yes,Two year,No,Mailed check,50.24,879.0,No
CUST-13036,Male,0,No,No,2,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,82.83,167.06,Yes
CUST-13037,Female,0,Yes,No,39,No,DSL,No internet service,No,Month-to-month,Yes,Credit card (automatic),65.41,2532.39,No
CUST-13038,Male,0,No,No,6,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Mailed check,56.13,314.02,No
CUST-13039,Male,0,Yes,No,23,Yes,DSL,No,No internet service,One year,Yes,Mailed check,46.89,977.89,No
CUST-13040,Female,0,No,Yes,12,Yes,Fiber optic,No,No,One year,No,Electronic check,78.84,911.8,Yes
CUST-13041,Female,0,Yes,No,12,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,89.64,972.19,Yes
CUST-13042,Male,1,No,No,38,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.11,787.52,No
CUST-13043,Female,0,No,Yes,1,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,49.95,45.2,Yes
CUST-13044,Male,0,No,Yes,12,Yes,Fiber optic,No internet service,No,One year,Yes,Electronic check,82.82,999.76,Yes
CUST-13045,Male,1,No,No,29,Yes,DSL,No,No,Two year,Yes,Credit card (automatic),46.53,1331.92,No
CUST-13046,Female,0,No,No,62,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,111.64,6368.62,Yes
CUST-13047,Male,0,No,No,72,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Mailed check,92.31,6636.55,No
CUST-13048,Male,0,No,No,7,Yes,Fiber optic,No,Yes,One year,No,Electronic check,91.63,610.3,Yes
CUST-13049,Female,0,Yes,Yes,72,Yes,Fiber optic,No internet service,No,One year,No,Bank transfer (automatic),66.05,4658.86,No
CUST-13050,Female,1,Yes,Yes,26,Yes,DSL,Yes,No internet service,Two year,Yes,Mailed check,75.44,1823.56,No
CUST-13051,Female,0,No,No,7,Yes,DSL,No internet service,No,Month-to-month,No,Bank transfer (automatic),46.27,298.78,No
CUST-13052,Female,0,Yes,Yes,19,Yes,Fiber optic,No,Yes,Two year,Yes,Bank transfer (automatic),69.04,1293.69,No
CUST-13053,Female,0,Yes,No,48,Yes,DSL,No,No internet service,Month-to-month,No,Bank transfer (automatic),24.69,1182.65,No
CUST-13054,Male,0,No,Yes,24,Yes,DSL,Yes,No internet service,Two year,No,Mailed check,49.23,1091.5,No
CUST-13055,Male,0,Yes,No,5,Yes,DSL,No,Yes,One year,No,Electronic check,61.82,319.06,No
CUST-13056,Male,0,Yes,No,6,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer (automatic),71.55,386.52,Yes
CUST-13057,Male,0,Yes,Yes,44,Yes,Fiber optic,No,No,Two year,No,Electronic check,99.96,4035.2,No
CUST-13058,Female,0,No,No,50,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,73.26,3364.89,Yes
CUST-13059,Male,0,No,Yes,22,Yes,Fiber optic,Yes,No,One year,Yes,Electronic check,82.98,1701.54,Yes
CUST-13060,Female,0,No,No,3,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,75.71,216.81,Yes
CUST-13061,Male,0,Yes,Yes,19,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,33.34,581.94,No
CUST-13062,Male,0,Yes,No,19,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,62.56,1191.38,Yes
CUST-13063,Male,0,Yes,No,72,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),18.0,1296.25,No
CUST-13064,Male,0,No,No,65,Yes,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,63.24,4311.53,No
CUST-13065,Female,0,Yes,Yes,4,Yes,Fiber optic,Yes,No,Two year,No,Electronic check,65.33,259.66,Yes
CUST-13066,Male,1,No,Yes,18,Yes,DSL,Yes,Yes,One year,No,Credit card (automatic),61.94,1110.43,No
CUST-13067,Female,0,Yes,No,18,Yes,Fiber optic,No,No,Two year,Yes,Mailed check,96.9,1735.79,No
CUST-13068,Female,0,Yes,No,11,Yes,Fiber optic,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),74.13,741.17,No
CUST-13069,Male,0,Yes,Yes,14,Yes,Fiber optic,No,Yes,One year,Yes,Bank transfer (automatic),75.94,1083.74,No
CUST-13070,Male,0,No,Yes,23,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,86.35,1986.86,Yes
CUST-13071,Male,0,Yes,No,3,Yes,Fiber optic,No internet service,No,One year,Yes,Electronic check,73.63,210.22,No
CUST-13072,Female,0,No,Yes,1,No,DSL,No,Yes,Month-to-month,No,Credit card (automatic),72.46,67.9,No
CUST-13073,Male,0,Yes,Yes,53,No,DSL,No,No,Two year,Yes,Credit card (automatic),57.05,2811.99,No
